Document ID,Agency ID,Docket ID,Tracking Number,Document Type,Posted Date,Is Withdrawn?,Federal Register Number,FR Citation,Title,Comment Start Date,Comment Due Date,Allow Late Comments,Comment on Document ID,Effective Date,Implementation Date,Postmark Date,Received Date,Author Date,Related RIN(s),Authors,CFR,Abstract,Legacy ID,Media,Document Subtype,Exhibit Location,Exhibit Type,Additional Field 1,Additional Field 2,Topics,Duplicate Comments,OMB/PRA Approval Number,Page Count,Page Length,Paper Width,Special Instructions,Source Citation,Start End Page,Subject,First Name,Last Name,City,State/Province,Zip/Postal Code,Country,Organization Name,Submitter Representative,Representative's Address,"Representative's City, State & Zip",Government Agency,Government Agency Type,Comment,Category,Restrict Reason Type,Restrict Reason,Reason Withdrawn,Content Files,Attachment Files,"Display Properties (Name, Label, Tooltip)"
"IRS-2019-0037-0014","IRS","IRS-2019-0037",,"Rule",2021-01-08T05:00Z,false,"C1-2020-28653",,"Taxable Year of Income Inclusion Under an Accrual Method of Accounting and Advance Payments for Goods, Services, and Other Items",2021-01-08T05:00Z,,false,,,,,2021-01-08T05:00Z,,,,,,,,"Correction",,,,,,,,,,,,,"1256 - 1256",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2019-0037-0014/content.pdf,https://downloads.regulations.gov/IRS-2019-0037-0014/content.htm",,
"IRS-2019-0037-0015","IRS","IRS-2019-0037",,"Rule",2021-01-14T05:00Z,false,"C2-2020-28653",,"Taxable Year of Income Inclusion under an Accrual Method of Accounting and Advance Payments for Goods, Services, and Other Items",2021-01-14T05:00Z,,false,,,,,2021-01-14T05:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"2974 - 2974",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2019-0037-0015/content.pdf,https://downloads.regulations.gov/IRS-2019-0037-0015/content.htm",,
"IRS-2019-0038-0018","IRS","IRS-2019-0038",,"Rule",2021-01-06T05:00Z,false,"2020-28653",,"Taxable Year of Income Inclusion under an Accrual Method of Accounting and Advance Payments for Goods, Services, and Other Items",2021-01-06T05:00Z,,false,,,,,2021-01-06T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"810 - 863",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2019-0038-0018/content.pdf,https://downloads.regulations.gov/IRS-2019-0038-0018/content.htm",,
"IRS-2019-0055-0055","IRS","IRS-2019-0055",,"Rule",2021-10-01T04:00Z,false,"2021-21175",,"Guidance: Allocation and Apportionment of Deductions and Foreign Taxes, Foreign Tax Redeterminations, Foreign Tax Credit Disallowance Under Section 965(g), Consolidated Groups, Hybrid Arrangements and Certain Payments Under Section 951A; Correction",2021-10-01T04:00Z,,false,,,,,2021-10-01T04:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"54367 - 54368",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2019-0055-0055/content.pdf,https://downloads.regulations.gov/IRS-2019-0055-0055/content.htm",,
"IRS-2020-0006-0022","IRS","IRS-2020-0006",,"Rule",2021-02-12T05:00Z,false,"2021-00342",,"Unrelated Business Taxable Income Separately Computed for Each Trade or Business; Correction",2021-02-12T05:00Z,,false,,,,,2021-02-12T05:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"9285 - 9286",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0006-0022/content.pdf,https://downloads.regulations.gov/IRS-2020-0006-0022/content.htm",,
"IRS-2020-0006-0023","IRS","IRS-2020-0006",,"Rule",2021-02-12T05:00Z,false,"2021-00341",,"Unrelated Business Taxable Income Separately Computed for Each Trade or Business; Correction",2021-02-12T05:00Z,,false,,,,,2021-02-12T05:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"9286 - 9286",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0006-0023/content.pdf,https://downloads.regulations.gov/IRS-2020-0006-0023/content.htm",,
"IRS-2020-0008-0032","IRS","IRS-2020-0008",,"Rule",2021-01-19T05:00Z,false,"2021-00741",,"Denial of Deduction for Certain Fines, Penalties, and Other Amounts; Related Information Reporting Requirements",2021-01-19T05:00Z,,false,,,,,2021-01-19T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"4970 - 4990",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0008-0032/content.pdf,https://downloads.regulations.gov/IRS-2020-0008-0032/content.htm",,
"IRS-2020-0013-0091","IRS","IRS-2020-0013",,"Rule",2021-01-15T05:00Z,false,"2021-00302",,"Credit for Carbon Oxide Sequestration",2021-01-15T05:00Z,,false,,,,,2021-01-15T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"4728 - 4773",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0013-0091/content.pdf,https://downloads.regulations.gov/IRS-2020-0013-0091/content.htm",,
"IRS-2020-0013-0093","IRS","IRS-2020-0013",,"Rule",2021-03-30T04:00Z,false,"2021-05156",,"Credit for Carbon Oxide Sequestration; Correction",2021-03-30T04:00Z,,false,,,,,2021-03-30T04:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"16530 - 16530",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0013-0093/content.pdf,https://downloads.regulations.gov/IRS-2020-0013-0093/content.htm",,
"IRS-2020-0017-0017","IRS","IRS-2020-0017",,"Rule",2021-01-19T05:00Z,false,"2021-00772",,"Tax on Excess Tax-Exempt Organization Executive Compensation",2021-01-19T05:00Z,,false,,,,,2021-01-19T05:00Z,,,,"26 CFR Parts 1 and 53",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements,Excise Taxes,Foundations,Investments,Lobbying",,,,,,,,"6196 - 6242",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0017-0017/content.pdf,https://downloads.regulations.gov/IRS-2020-0017-0017/content.htm",,
"IRS-2020-0017-0018","IRS","IRS-2020-0017",,"Rule",2021-05-05T04:00Z,false,"2021-09425",,"Tax on Excess Tax-Exempt Organization Executive Compensation; Correction",2021-05-05T04:00Z,,false,,,,,2021-05-05T04:00Z,,,,"26 CFR Part 53",,,,"Correction",,,,,"Excise Taxes,Foundations,Investments,Lobbying,Reporting and Recordkeeping Requirements",,,,,,,,"23865 - 23865",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0017-0018/content.pdf,https://downloads.regulations.gov/IRS-2020-0017-0018/content.htm",,
"IRS-2020-0018-0024","IRS","IRS-2020-0018",,"Rule",2021-02-22T05:00Z,false,"2021-00895",,"Statutory Limitations on Like-Kind Exchanges; Correction",2021-02-22T05:00Z,,false,,,,,2021-02-22T05:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"10457 - 10458",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0018-0024/content.pdf,https://downloads.regulations.gov/IRS-2020-0018-0024/content.htm",,
"IRS-2020-0019-0018","IRS","IRS-2020-0019",,"Rule",2021-04-23T04:00Z,false,"2021-08392",,"Qualified Transportation Fringe, Transportation and Commuting Expenses; Correction",2021-04-23T04:00Z,,false,,,,,2021-04-23T04:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"21646 - 21647",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0019-0018/content.pdf,https://downloads.regulations.gov/IRS-2020-0019-0018/content.htm",,
"IRS-2020-0019-0019","IRS","IRS-2020-0019",,"Rule",2021-04-28T04:00Z,false,"2021-08391",,"Qualified Transportation Fringe, Transportation and Commuting Expenses; Correction",2021-04-28T04:00Z,,false,,,,,2021-04-28T04:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"22345 - 22346",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0019-0019/content.pdf,https://downloads.regulations.gov/IRS-2020-0019-0019/content.htm",,
"IRS-2020-0026-0005","IRS","IRS-2020-0026",,"Rule",2021-01-19T05:00Z,false,"2021-00706",,"Excise Taxes; Transportation of Persons by Air; Transportation of Property by Air; Aircraft Management Services",2021-01-19T05:00Z,,false,,,,,2021-01-19T05:00Z,,,,"26 CFR Parts 40 and 49",,,,"Final Rule",,,,,"Excise Taxes,Reporting and Recordkeeping Requirements,Telephone,Transportation",,,,,,,,"4990 - 5008",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0026-0005/content.pdf,https://downloads.regulations.gov/IRS-2020-0026-0005/content.htm",,
"IRS-2020-0028-0013","IRS","IRS-2020-0028",,"Rule",2021-01-05T05:00Z,false,"2020-28888",,"Small Business Taxpayer Exceptions",2021-01-05T05:00Z,,false,,,,,2021-01-05T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"254 - 278",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0028-0013/content.pdf,https://downloads.regulations.gov/IRS-2020-0028-0013/content.htm",,
"IRS-2020-0028-0015","IRS","IRS-2020-0028",,"Rule",2021-06-17T04:00Z,false,"2021-12550",,"Small Business Taxpayer Exceptions; Correction",2021-06-17T04:00Z,,false,,,,,2021-06-17T04:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"32185 - 32186",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0028-0015/content.pdf,https://downloads.regulations.gov/IRS-2020-0028-0015/content.htm",,
"IRS-2020-0030-0020","IRS","IRS-2020-0030",,"Rule",2021-01-19T05:00Z,false,"2021-00427",,"Guidance under Section 1061",2021-01-19T05:00Z,,false,,,,,2021-01-19T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"5452 - 5494",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0030-0020/content.pdf,https://downloads.regulations.gov/IRS-2020-0030-0020/content.htm",,
"IRS-2020-0031-0005","IRS","IRS-2020-0031",,"Rule",2021-01-06T05:00Z,false,"2020-27151",,"Rollover Rules for Qualified Plan Loan Offset Amounts",2021-01-06T05:00Z,,false,,,,,2021-01-06T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"464 - 469",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0031-0005/content.pdf,https://downloads.regulations.gov/IRS-2020-0031-0005/content.htm",,
"IRS-2020-0035-0024","IRS","IRS-2020-0035",,"Rule",2021-01-19T05:00Z,false,"2021-00150",,"Guidance: Limitation on Deduction for Business Interest Expense",2021-01-19T05:00Z,,false,,,,,2021-01-19T05:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"5496 - 5541",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2020-0035-0024/content.pdf,https://downloads.regulations.gov/IRS-2020-0035-0024/content.htm",,
"IRS-2021-0001-0009","IRS","IRS-2021-0001",,"Rule",2021-09-28T04:00Z,false,"2021-21029",,"User Fee for Estate Tax Closing Letter",2021-09-28T04:00Z,,false,,,,,2021-09-28T04:00Z,,,,"26 CFR Part 300",,,,"Final Rule",,,,,"Estate Taxes,Excise Taxes,Gift Taxes,Income Taxes,Reporting and Recordkeeping Requirements,User Fees",,,,,,,,"53539 - 53542",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0001-0009/content.pdf,https://downloads.regulations.gov/IRS-2021-0001-0009/content.htm",,
"IRS-2021-0001-0010","IRS","IRS-2021-0001",,"Rule",2021-11-23T05:00Z,false,"2021-22780",,"User Fee for Estate Tax Closing Letter; Correction",2021-11-23T05:00Z,,false,,,,,2021-10-19T04:00Z,,,,"26 CFR Part 300",,,,"Correction",,,,,,,,,,,,,"57753 - 57753",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0001-0010/content.pdf,https://downloads.regulations.gov/IRS-2021-0001-0010/content.htm",,
"IRS-2021-0002-0011","IRS","IRS-2021-0002",,"Rule",2021-06-11T04:00Z,false,"2021-12311",,"Mandatory 60-Day Postponement of Certain Tax-Related Deadlines by Reason of a Federally Declared Disaster",2021-06-11T04:00Z,,false,,,,,2021-06-11T04:00Z,,,,"26 CFR Parts 1 and 301",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements,Employment Taxes,Estate Taxes,Excise Taxes,Gift Taxes,Penalties",,,,,,,,"31146 - 31151",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0002-0011/content.pdf,https://downloads.regulations.gov/IRS-2021-0002-0011/content.htm",,
"IRS-2021-0003-0014","IRS","IRS-2021-0003",,"Rule",2021-09-24T04:00Z,false,"2021-20615",,"Guidance on the Treatment of Qualified Improvement Property; and Related to the Foreign Tax Credit",2021-09-24T04:00Z,,false,,,,,2021-09-24T04:00Z,,,,"26 CFR Part 1",,,,"Final Rule",,,,,"Income Taxes,Reporting and Recordkeeping Requirements",,,,,,,,"52971 - 52973",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0003-0014/content.pdf,https://downloads.regulations.gov/IRS-2021-0003-0014/content.htm",,
"IRS-2021-0007-0002","IRS","IRS-2021-0007",,"Rule",2021-12-02T05:00Z,false,"2021-25183",,"Prescription Drug and Health Care Spending",2021-12-02T05:00Z,2021-11-24T04:59:59Z,true,,,,,2021-11-23T05:00Z,,,,"5 CFR Part 890",,,,"Final Rule with Request for Comments",,,,,"Excise Taxes,Health Care,Pensions,Continuation Coverage,Disclosure,Group Health Plans,Medical Child Support,State Regulation of Health Insurance,Administrative Practices and Procedures,Government Employees,Health Facilities,Health Insurance,Health Professions,Hostages,Iraq,Kuwait,Lebanon,Military Personnel,Reporting and Recordkeeping Requirements,Retirement",,,,,,,,"66662 - 66704",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0007-0002/content.pdf,https://downloads.regulations.gov/IRS-2021-0007-0002/content.htm",,
"IRS-2021-0008-0002","IRS","IRS-2021-0008",,"Rule",2021-07-13T04:00Z,false,"2021-14379",,"Requirements Related to Surprise Billing; Part I",2021-07-13T04:00Z,2021-07-13T03:59:59Z,false,,,,,2021-07-13T04:00Z,,,,"5 CFR Part 890",,,,"Final Rule with Request for Comments",,,,,"Excise Taxes,Health Care,Pensions,Continuation Coverage,Disclosure,Employee Benefit Plans,Group Health Plans,Medical Child Support,State Regulation of Health Insurance,Advertising,Advisory Committees,Age Discrimination,Alaska,Brokers,Civil Rights,Conflict of Interests,Consumer Protection,Grant Programs-Health,Grants Administration,Health Records,Hospitals,Indians,Individuals with Disabilities,Intergovernmental Relations,Loan Programs-Health,Medicaid,Organization and Functions (Government Agencies),Prescription Drugs,Public Assistance Programs,Sex Discrimination,State and Local Governments,Sunshine Act,Technical Assistance,Women,Youth,Administrative Practices and Procedures,Government Employees,Health Facilities,Health Insurance,Health Professions,Hostages,Iraq,Kuwait,Lebanon,Military Personnel,Reporting and Recordkeeping Requirements,Retirement",,,,,,,,"36872 - 36985",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0008-0002/content.pdf,https://downloads.regulations.gov/IRS-2021-0008-0002/content.htm",,
"IRS-2021-0012-0002","IRS","IRS-2021-0012",,"Rule",2021-09-10T04:00Z,false,"2021-19524",,"Recapture of Excess Employment Tax Credits under the American Relief Plan Act",2021-09-10T04:00Z,,false,,,,,2021-09-10T04:00Z,,,,"26 CFR Part 31",,,,"Temporary Rule",,,,,"Employment Taxes,Income Taxes,Penalties,Pensions,Railroad Retirement,Reporting and Recordkeeping Requirements,Social Security,Unemployment Compensation",,,,,,,,"50637 - 50643",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0012-0002/content.pdf,https://downloads.regulations.gov/IRS-2021-0012-0002/content.htm",,
"IRS-2021-0015-0001","IRS","IRS-2021-0015",,"Rule",2021-10-07T04:00Z,false,"2021-21441",,"Requirements Related to Surprise Billing; Part II",2021-10-07T04:00Z,2021-10-08T03:59:59Z,false,,,,,2021-10-07T04:00Z,,,,"5 CFR Part 890",,,,"Final Rule with Request for Comments",,,,,,,,,,,,,"55980 - 56142",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2021-0015-0001/content.pdf,https://downloads.regulations.gov/IRS-2021-0015-0001/content.htm",,
"IRS-2023-0054-0308","IRS","IRS-2023-0054",,"Rule",2021-01-08T05:00Z,false,"C1-2020-28",,"Taxable Year of Income Inclusion Under an Accrual Method of Accounting and Advance Payments for Goods, Services, and Other Items",2021-01-08T05:00Z,,false,,,,,2021-01-08T05:00Z,,,,"26 CFR Part 1",,,,"Correction",,,,,,,,,,,,,"0 - 0",,,,,,,,,,,,,,,,,,,"https://downloads.regulations.gov/IRS-2023-0054-0308/content.pdf,https://downloads.regulations.gov/IRS-2023-0054-0308/content.htm",,
